,url,Position,Company,Location,Job_Description
96,https://www.glassdoor.com/partner/jobListing.htm?pos=1729&ao=1110586&s=58&guid=00000187fca40aa8bed42e0d4c5e3b3a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fc796ea9&cb=1683570822139&jobListingId=1008620625042&cpc=48B9F4758953335C&jrtk=3-0-1gvua82mombjp801-1gvua82na2966000-e17c9ee0d0c4f14c--6NYlbfkN0CH5VAPyqd1VAh8yXs64ogBjBgmP-O7h9Xfe7zrRnJlSU4oN3pHJHoguGoaumhxiTwepzvU8Nrz0TomOxtqTGYAnU9B_eVrbNSrxKGi8fh7zJHvppFnrcJnj4gvOp6RYTMbsxscIcDWfoNxTuCSB79krHjxPGZc6yEfLRGlbCxcbWFmQYTRutzxgCv9NYvJ-kl0HCrun5Rv5Gb4lXWBT0c_7A83au5XxURxTrxALREC6xu0d9LrRFXyJCI55byeemeKD-MK1YLStJi3XZEj7q9UwMepjUjEtQPvUdGeHKNMpQIuLuo4kBAiw6PU9cFaNSHXOY-INh3bUWaSiXR1Ju7guXi0AGErxLy8LiBtQEX24VC2IaseBcbN3hA8M679GXRqFvOY25kWB4IiSaZHDiuQGSkiv1uTam5vjbKjXw3RSpmZUYHau2H9fueIVDpifG-fI3ssGYRNQjcO5CCAI5CmfV41O7Il7zKYUVwHjqsR1wSFT77aU9PNGq7EZHFXLwQfq4nOnxAK_CAOZ8ibC-Et3xQlDmS-0k0blJdp0CNskyT-0MjcxjJjIDIDaAa_46TjCpKLACa6Dg%3D%3D,Magento Developer,Business Smart,Lahore,"Business Smart is a UK & Lahore based technology company providing Workforce Management, ERP and BI & Analytics solutions to customers in the leisure and hospitality and the food service sectors.
We are looking for an experienced Magento Developer to join our Lahore office. The ideal candidate must be a self-starter, highly motivated, and capable of taking a lead role in owning the solution that are developed.
Responsibilities:
· Working with product owners to understand requirements.
· Building and maintain Magento eCommerce Websites.
· Connecting eCommerce Websites to ERP System via API’s.
· Building modules as required and customizing extensions.
· Performance Testing & Security.
· Working closely with Test Teams to ensure quality test cases and defect management.
· Assisting the Support Team as required.
Essential Skills:
· Magento, JavaScript, HTML, PHP, CSS, and MySQL
· Proven history of building Magento sites (3+ Years experience).
· Excellent grasp on UI/UX to improve user journeys.
· Experience implementing Magento 2 and Magento PWA.
· Experience of using source control software such as GIT and deployment processes.
· Highly organised, methodical, and strong analytical skills.
· Excellent communication skills, verbal and written.
Education:
· Bachelors or Masters in Computer Science or related field.
Education:
· This is a full-time role based out of our Johar Town offices in Lahore. Office timings are Monday to Friday 12pm-9pm.
Job Type: Full-time
Salary: Rs100,000.00 - Rs150,000.00 per month
Ability to commute/relocate:
Lahore: Reliably commute or planning to relocate before starting work (Preferred)
Application Deadline: 19/05/2023"
97,https://www.glassdoor.com/partner/jobListing.htm?pos=2118&ao=1136043&s=58&guid=00000187fca42d258c475e3e8e55de7a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2f07126&cb=1683570830870&jobListingId=1008609135049&jrtk=3-0-1gvua8baapki8801-1gvua8bamg2eo800-4c844a0595cfa452-,FrontEnd Software Developer,PMTAC Pvt Ltd,Rāwalpindi,"We are looking to hire an experienced Angular 2X developer to join our dynamic team. As a developer, an individual will be responsible for creating a top-level coding base using Angular best practices. Individuals should have knowledge of theoretical software engineering, be proficient in JavaScript, HTML, and CSS, and have excellent project management skills.
Primary Responsibilities
Designing and developing user interfaces using Angular 2X best practices.
Adapting interface for modern internet applications using the latest front-end technologies (ng-prime/less/sass/bootstrap/angular-material).
Developing application code and communication with Rest APIs using Angular 2X.
Consulting with the UI/UX team.
Ensuring performance of applications and providing support.
Key Requirements
Bachelor’s degree in computer science, computer engineering or similar.
1-2 years of work experience as an Angular 2X developer.
Experience in HTML5, CSS3, SASS or LESS, and Bootstrap, Foundation or Materialize.
Solid understanding and development experience in Angular.
Experience with tools like Web pack, Angular CLI.
Experience consuming REST APIs.
Good communication skills.
PMTAC Offers Other Benefits such as Bi-Annual Increment, Health Insurance, Provident Fund, and Monthly Incentives.
Timings: 8:00 AM to 5:00 PM
Job Type: Full-time
Salary: Rs80,000.00 - Rs100,000.00 per month
Ability to commute/relocate:
Rawalpindi: Reliably commute or planning to relocate before starting work (Required)"
98,https://www.glassdoor.com/partner/jobListing.htm?pos=2506&ao=1136043&s=58&guid=00000187fca4502da3a46a95063b3b52&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ef29a021&cb=1683570839934&jobListingId=1008631347205&jrtk=3-0-1gvua8k2kma7b801-1gvua8k36ghqf800-d2186b6ebfcbed65-,Web Developer,H&S Real Estate,Islamabad,"We are looking for a skilled in-house web developer who will be responsible for developing and designing websites for our company. You will be working alongside a team of other developers in creating, maintaining, and updating our websites.
Candidates need to be proficient in JavaScript, HTML, CSS and have solid knowledge and experience in programming applications.
Responsibilities:
– Website and software application designing, building, or maintaining.
– Using scripting or authoring languages, management tools, content creation tools, applications, and digital media.
– Conferring with teams to resolve conflicts, prioritize needs, develop content criteria, or choose solutions.
– Directing or performing Website updates.
– Developing or validating test routines and schedules to ensure that test cases mimic external interfaces and address all browser and device types.
– Editing, writing, or designing Website content, and directing team members who produce content.
– Maintaining an understanding of the latest Web applications and programming practices through education, study, and participation in conferences, workshops, and groups.
– Back up files from Web sites to local directories for recovery.
– Identifying problems uncovered by customer feedback and testing, and correcting or referring problems to appropriate personnel for correction.
– Evaluating code to ensure it meets industry standards, is valid, is properly structured, and is compatible with browsers, devices, or operating systems.
– Determining user needs by analyzing technical requirements.
Requirements:
– Proven work experience as a Web Developer.
– Bachelor’s degree in Web development or related field, or relevant experience.
– Solid knowledge and experience in programming applications.
– Proficient in JavaScript, HTML, CSS.
– Proficient in My SQL.
– Dedicated team player.
– Ability to thrive in a fast-paced environment.
– Solid ability in both written and verbal communication.
– Knowledge of programming language and technical terminology.
– Able to develop ideas and processes and clearly express them.
– A high degree of independent judgment.
– Able to solve complex problems.
Job Type: Full-time
Salary: Rs60,000.00 - Rs100,000.00 per month
Ability to commute/relocate:
Islamabad: Reliably commute or planning to relocate before starting work (Required)"
99,https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=00000187fca34c1d800e655d961b3e82&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_de7eda04&cb=1683570773289&jobListingId=1008582584195&jrtk=3-0-1gvua6j1pjrqr801-1gvua6j2e23e3000-e24aa1e52e7f56bc-,Teacher Required for Federal College of women,Hukumat Networks,Rāwalpindi,"We are currently seeking energetic and passionate full-time teachers to join our dynamic team of educators. The ideal candidates will be enthusiastic about working with children and have a desire to make a positive impact on their lives. This position requires someone who is able to teach multiple subjects and grade levels, and who is committed to providing a supportive and inclusive learning environment for all students.
Responsibilities:
Plan, prepare and deliver engaging lessons that inspire student learning and creativity.
Foster a positive and inclusive classroom culture that encourages student participation and achievement.
Use a variety of instructional strategies and technologies to enhance student learning and engagement.
Collaborate with other teachers and staff to create a collaborative and supportive learning community.
Communicate regularly with parents and guardians about student progress and classroom activities.
Participate in school events and community outreach programs
Job Type: Full-time
Salary: Rs62,000.00 - Rs91,000.00 per month"
100,https://www.glassdoor.com/partner/jobListing.htm?pos=1230&ao=1136043&s=58&guid=00000187fca3dfebbdd7c5a085173269&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_90fdb5aa&cb=1683570812193&jobListingId=1008630670782&jrtk=3-0-1gvua7p0mpkii801-1gvua7p18gaib800-ff0345a6fdf1bace-,SQA Engineer,Ropstam Solutions Inc.3.7★,Rāwalpindi,"Ropstam Solutions is looking a resource for SQA Engineer position. If you hold an engineering background and enjoy providing end-to-end solutions to software quality problems, we’d like to meet you.
Ultimately, you should monitor all stages of software development to identify and resolve system malfunctions to meet quality standards.
Responsibilities
Review requirements, specifications and technical design documents to provide timely and meaningful feedback
Create detailed, comprehensive and well-structured test plans and test cases
Estimate, prioritize, plan and coordinate testing activities
Design, develop and execute automation scripts using open source tools
Identify, record, document thoroughly and track bugs
Perform thorough regression testing when bugs are resolved
Develop and apply testing processes for new and existing products to meet client needs
Liaise with internal teams (e.g. developers and product managers) to identify system requirements
Monitor debugging process results
Investigate the causes of non-conforming software and train users to implement solutions
Track quality assurance metrics, like defect densities and open defect counts
Stay up-to-date with new testing tools and test strategies
Requirements
BS/MS degree in Computer Science, Engineering or a related subject
Proven 2 years work experience in software quality assurance
Proven work experience in software development
Strong knowledge of software QA methodologies, tools and processes
Experience in writing clear, concise and comprehensive test plans and test cases
Hands-on experience with both white box and black box testing
Hands-on experience with automated testing tools
Solid knowledge of SQL and scripting
Experience working in an Agile/Scrum development process
Experience with performance and/or security testing is a plus
Benefits:
Market competitive salary
Provident Fund
Medical Insurance
EOBI
Annual Leaves
Yearly Bonuses
Location: DHA 2, Sector H, Islamabad (on site)
Timing: 9 AM to 6 PM
Job Type: Full-time
Salary: Rs50,000.00 - Rs80,000.00 per month
Experience:
SQA: 2 years (Required)"
101,https://www.glassdoor.com/partner/jobListing.htm?pos=1723&ao=1136043&s=58&guid=00000187fca40aa8bed42e0d4c5e3b3a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fd1d785d&cb=1683570822138&jobListingId=1008588586549&jrtk=3-0-1gvua82mombjp801-1gvua82na2966000-c567d2e007b8975f-,Web Developer (Internship program),11-Seas Consultants Pvt Ltd,Lahore,"11SEAS Consultants Pvt Ltd requires 5 x Trainee who have exposure to programming and spark to learn quickly.
This position is based in Lahore,Vihari and Bhakhar.
Job details: Internship program
Send Your resume at : hr@11-seas.com with city you are interested in
For example : your name + job site + internship
Responsibilities:
Training in a relevant technology stack.
Development of enterprise applications.
Maintenance and upgrades (new features, refactoring, bug fixing) of existing programs
Additional duties as assigned.
Requirements:
Degree:
Bs/Ms in computer science
Strong Concepts, understanding or skills of:
OOP, Data structure , Operating system and programming basics
Web Development, Java Script, My Sql, Html, CSS, PHP
Software development principles.
Multi Tasking and Problem Solving
Positive attitude and strong work ethics.
Ability to quickly adapt to a changing environment.
Ability to quickly learn new concepts and software is necessary.
Candidate should be a self-motivated, independent, detail oriented, responsible team-player.
Good communication skills, both written and oral.
Excellent teamwork and interpersonal skills.
Willingness to learn and attention to detail.
A sharp mind with the ability to grasp concepts quickly and work out complex logic problems.
Ability to use effective ways of Programming.
Should able to design large scale Software.
Good in Mathematics and Statistics
About this Internship program:
It is a 3-month paid internship opportunity which will lead to a full time job based on performance of the incumbent.
Our full time jobs offer market competitive remuneration package, on-job training and exponential career growth to the
interns transitioned to full time Associate Engineers.
Company lunch/dinner will be provided.
Benefits:
Competitive base salary and performance-driven incentives.
Paid Holidays
Sports and Entertainment
If you wish to know more about our company then you can visit our company website: www.11-Seas.com
Best Regards,
Senior HR & Admin Executive.
11-Seas consultants pvt ltd.
Job Types: Full-time, Internship
Contract length: 3 months
Salary: Rs10,000.00 - Rs20,000.00 per month
Ability to commute/relocate:
Lahore: Reliably commute or planning to relocate before starting work (Required)
Application Deadline: 23/04/2023
Expected Start Date: 01/04/2024"
102,https://www.glassdoor.com/partner/jobListing.htm?pos=2211&ao=1136043&s=58&guid=00000187fca435eaa550aa296ed4aac0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cc39b273&cb=1683570833228&jobListingId=1008509378121&jrtk=3-0-1gvua8dhs2hem001-1gvua8dihgsqs800-3e979f529ebf5b29-,Fresh Web Developer,Dr Haroon Dental Specialist Clinic Peshawar,Islamabad,"Responsibilities
Write well designed, testable, efficient code by using best software development practices
Create website layout/user interface by using standard HTML/CSS practices
Integrate data from various back-end services and databases
Gather and refine specifications and requirements based on technical needs
Create and maintain software documentation
Be responsible for maintaining, expanding, and scaling our site
Stay plugged into emerging technologies/industry trends and apply them into operations and activities
Cooperate with web designers to match visual design intent
Job Types: Full-time, Contract, Internship
Salary: Rs25,000.00 - Rs35,000.00 per month
Ability to commute/relocate:
Islamabad: Reliably commute or planning to relocate before starting work (Required)"
103,https://www.glassdoor.com/partner/jobListing.htm?pos=1902&ao=1136043&s=58&guid=00000187fca41bf6ae64f5c21b7c9c9b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3ca60e42&cb=1683570826513&jobListingId=1008627399226&jrtk=3-0-1gvua871ema77801-1gvua871u20ba000-9a62444d0ee11f0e-,Software Developer,thecodeblocks,Islamabad,"Software EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware EnginerSoftware Enginer
Job Type: Part-time
Part-time hours: 12 per week
Salary: From Rs80,000.00 per month
Ability to commute/relocate:
Islamabad: Reliably commute or planning to relocate before starting work (Required)"
104,https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=00000187fca34c1d800e655d961b3e82&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f848588a&cb=1683570773286&jobListingId=1008608849740&jrtk=3-0-1gvua6j1pjrqr801-1gvua6j2e23e3000-07088eb541fd8be5-,Data Entry,Servixer4.0★,Rāwalpindi,"Night Shift (7:00 PM - 5:00 AM)
Meet daily targets and expectations
Prioritizing duties in order to meet deadlines promptly
Maintain 90% - 95% Quality
Evaluating and Monitoring Business Calls
Benefits and Bonuses:
Earn as much as you can (Salary depends on the amount of work you do)
Quality bonuses
Performance Bonuses
Referral bonuses
Qualification and Skills:
Good communication skills of the English Language is must
Ability to learn and grow
Active Listener
Preferences:
Candidates Residing nearby will be preferred.
Similar Past experience is desirable, but not compulsory
About Servixer!
Servixer is USA based organization, We are on the lookout for people who have exceptional data extraction skills and possess tremendous communication skills, and are willing to work in a challenging environment.
We provide training and equal growth opportunities to all our employees. Experience and Fresh people both are more then welcome.
If you want to earn a handsome Income, Servixer is the right place for you.
Job Type: Full-time
Salary: Rs25,000.00 - Rs100,000.00 per month"
105,https://www.glassdoor.com/partner/jobListing.htm?pos=2003&ao=1136043&s=58&guid=00000187fca42483b3394376deee94c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a9f05733&cb=1683570828711&jobListingId=1008622240807&jrtk=3-0-1gvua89542dut001-1gvua895jjc93800-79de529479ef8688-,Jr. Frontend Developer.(React),Gitlogix,Islamabad,"Job description
GITLOGIX is hiring a JR. FRONT-END developers for its office in Islamabad.
Responsibilities:
Determining the structure and design of web pages.
Ensuring user experience determines design choices.
Developing features to enhance the user experience.
Striking a balance between functional and aesthetic design.
Ensuring web design is optimized for smartphones.
Building reusable code for future use.
Optimizing web pages for maximum speed and scalability. Roles and responsibilities
Skills:
Minimum 1-1.5 Years of Software Development experience.
1 years of hardcore experience in React.js (17.0.2), understands its core principles.
Strong knowledge of Webpack, Gulp, Grunt, Babel etc.
Demonstrated strong UI and UX skills.
Expert in making GUI using SASS, less & vanilla CSS.
Experience with front-end state management like Redux. Solid understanding of HTTP communication and interaction with RESTful APIs
Understanding of version control concepts and tools, like Git, SVN.
Ability to multitask, organize, and prioritize work
Proficiency in at least one server-side technology Nodejs/Python will be preferred.
Any experience of browser extensions will be a major plus.
Strong oral and written communication skills (English required).
Education:
Bachelors or equivalent degree in Computer Science.
Benefits:
Annual Bonus
Eid Bonus
Annual increment
Job Type: Full-time
Ability to commute/relocate:
Islamabad: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Required)
Experience:
SASS: 1 year (Preferred)
React.js: 1 year (Required)
Redux: 1 year (Required)"
106,https://www.glassdoor.com/partner/jobListing.htm?pos=2519&ao=1136043&s=58&guid=00000187fca4502da3a46a95063b3b52&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ec3a1db&cb=1683570839936&jobListingId=1008624460877&jrtk=3-0-1gvua8k2kma7b801-1gvua8k36ghqf800-4a4f500a418d8ce2-,Flutter Developer,Arhpez Technologies (Pvt.) Ltd.,Islamabad,"Arhpez Technologies (Pvt.) Ltd. is looking for a talented Flutter developer who can help us build mobile applications that exceed our client's expectations. You will create multi-platform apps for iOS, Android, and Web using Google's Flutter development framework. You must have good knowledge of object-oriented programming.
Responsibilities:
Working on UI/UX of apps with the design team.
Translation of designs into high-quality code.
Building and maintaining high-performance, reusable, and reliable code.
Creation of multi-platform apps for iOS, Android, and Web using a Flutter development framework.
To define database requirements, create & integrate the database with the app.
Roll out the finalized application to ensure robustness and scalability.
Building Flutter module & Flutter plug-ins.
Collaborate and contribute to various projects including Flutter widget and upgrade existing projects to support new mobile OS and mobile browser.
Implement and work with the platform team to launch mobile module user features and functions.
Requirements/Skills:
Minimum Experience: 1 to 2 years
Minimum Education: Bachelor’s Degree in Computer Science, Software Engineering, or any relevant field. (Completed or currently enrolled)
Must have good programming knowledge.
Must have strong knowledge of OOP and data structures.
Understanding of the full mobile development life cycle.
Good knowledge of the general mobile landscape, architectures, trends, and emerging technologies.
Must be time-oriented and punctual.
Should have excellent written and verbal communication skills.
Job Type: Full-time
Job Type: Full-time
Salary: Rs50,000.00 - Rs90,000.00 per month
Ability to commute/relocate:
Islamabad: Reliably commute or planning to relocate before starting work (Required)"
107,https://www.glassdoor.com/partner/jobListing.htm?pos=901&ao=1136043&s=58&guid=00000187fca3bcabb945d50abab77147&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f9922b95&cb=1683570802092&jobListingId=1008631520445&jrtk=3-0-1gvua7f6mirkl801-1gvua7f77ghp5800-df1943ab048f6093-,Junior Software Engineer / Software Developer - Intern,Bit & Byte Lab,Gujrānwāla,"At Bit & Byte Lab, we are currently seeking intellectually curious fresh graduates of CS/SE/IT or equivalent. Joining as a Software Engineering Intern will enable you to gain real-world experience in working on our highly successful systems and understand what it takes to keep them improving, whether that be modernizing and adding features to our legacy software, or building new supporting services using the latest tech.
Job Types: Full-time, Internship
Contract length: 6 months
Salary: From Rs100,000.00 per month
Ability to commute/relocate:
Gujranwala: Reliably commute or planning to relocate before starting work (Required)"
108,https://www.glassdoor.com/partner/jobListing.htm?pos=1826&ao=1136043&s=58&guid=00000187fca41344a229269e8228672c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_be22ec8f&cb=1683570824317&jobListingId=1008579351587&jrtk=3-0-1gvua84rk2hse001-1gvua84s323e3000-81f18b4abc1887f3-,Software Q A Engineer/ Code Analyzer,Assistech Solutions,Islamabad,"Location: Onsite
Our team is expanding, and we are looking for technical resources.
Our team will provide full time training and guidance with the required tools and techniques for Code Compliance.
If you're looking for a competitive and enjoyable atmosphere.
Technical Post:
Code Analyzer/ QA
Responsibilities for CA/ QA Engineer
Create tests to identify software problems.
Analyze bugs and errors found during tests.
Document results of tests for the software development team.
Recommend improvements in software to enhance user experience.
Motivate the development process for efficiency and performance.
Works together with the software developer to enhance and improve programs.
Research and compare similar competitor products.
Maintain updated knowledge of industry trends and advancements.
Requirements:
Ms./ Bs. in Software Engineering, Computer Engineering, or Computer Science
Understanding of scripting language preferred Python
In-depth understanding of Java, Python, SQL
Exceptional attention to detail
Excellent analytical and problem-solving skills
Good oral and written communication skills
Great team player and self reliant.
Job Type: Full-time
Salary: From Rs100,000.00 per month
Ability to commute/relocate:
Islamabad: Reliably commute or planning to relocate before starting work (Required)
Experience:
Relevant: 1 year (Preferred)"
109,https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=1136043&s=58&guid=00000187fca3a2f3be8608e34521841e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4077dda5&cb=1683570795650&jobListingId=1008579351587&jrtk=3-0-1gvua78otjc9o801-1gvua78phgagq800-81f18b4abc1887f3-,Software Q A Engineer/ Code Analyzer,Assistech Solutions,Islamabad,"Location: Onsite
Our team is expanding, and we are looking for technical resources.
Our team will provide full time training and guidance with the required tools and techniques for Code Compliance.
If you're looking for a competitive and enjoyable atmosphere.
Technical Post:
Code Analyzer/ QA
Responsibilities for CA/ QA Engineer
Create tests to identify software problems.
Analyze bugs and errors found during tests.
Document results of tests for the software development team.
Recommend improvements in software to enhance user experience.
Motivate the development process for efficiency and performance.
Works together with the software developer to enhance and improve programs.
Research and compare similar competitor products.
Maintain updated knowledge of industry trends and advancements.
Requirements:
Ms./ Bs. in Software Engineering, Computer Engineering, or Computer Science
Understanding of scripting language preferred Python
In-depth understanding of Java, Python, SQL
Exceptional attention to detail
Excellent analytical and problem-solving skills
Good oral and written communication skills
Great team player and self reliant.
Job Type: Full-time
Salary: From Rs100,000.00 per month
Ability to commute/relocate:
Islamabad: Reliably commute or planning to relocate before starting work (Required)
Experience:
Relevant: 1 year (Preferred)"
110,https://www.glassdoor.com/partner/jobListing.htm?pos=2508&ao=1136043&s=58&guid=00000187fca4502da3a46a95063b3b52&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d080bd45&cb=1683570839935&jobListingId=1008629819772&jrtk=3-0-1gvua8k2kma7b801-1gvua8k36ghqf800-7c894a58f0de4a44-,Internship Mobile Application Developer,Soltridge,Islamabad,"Mobile Application Developer (Internship)
Soltridge Global is seeking to recruit an internee to join our rapidly expanding company. We are looking for candidates who are adaptable, enthusiastic and highly motivated. You should have existing skills in mobile development and associated technologies with extensive experience in the use of libraries and toolboxes to support efficient development.
You will help to deliver a wide range of web projects for our portfolio across various sectors. You will also have the opportunity to maintain strong links with academic partners and to grow technical research areas of interest to you.
Candidates will mix technical challenges with customer-facing tasks. In addition to a solid academic background and excellent written and verbal communication skills, we are particularly interested in candidates with experience in the application of advanced web technologies to solve real world problems.
Knowledge, Skills and Experience:
· Several years of expertise in the application to web development. You will probably have a BS, Advanced MSc or equivalent in a relevant discipline.
· Experience of developing an Android app and iOS apps (React Native or Flutter Framework developers preferred).
· Familiarity with mobile web and back-end technologies are essential.
· Willingness and ability to take on new technologies.
· Ability to break down complex problems into simple solutions.
· High quality verbal and written communication skills.
· Sense of ownership and pride in your work.
Typical Responsibilities
· Code! Our engineers focus on doing what they enjoy most and do best, writing code
· Touch code at every level – while the focus is app development, you’ll also have opportunities to work on backend micro services.
· Lead feature specification by collaborating closely with product and design teams
· Take responsibility for all aspects of software engineering, from design to implementation, development experience, QA and maintenance
· Work alongside other engineering groups located around the world
· Mentor team members to help them grow as engineers
Send your respective CVs at hr@soltridge.comalong with subject like
Subject: Application [Job Position-University Name]).
Job Type: Internship
Contract length: 3 months
Salary: Rs9,000.00 - Rs10,000.00 per month
Ability to commute/relocate:
Rawalpindi: Reliably commute or planning to relocate before starting work (Required)
Experience:
Web Development: 1 year (Preferred)
Mobile Development: 1 year (Preferred)
Willingness to travel:
75% (Required)"
111,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=1110586&s=58&guid=00000187fca38110b6048c453f3b64c8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_954cf78e&cb=1683570786923&jobListingId=1008236043954&cpc=9DC6E4D8324653EE&jrtk=3-0-1gvua70a4kcn2801-1gvua70alghr7800-8f3960e5173ae374--6NYlbfkN0AW8fYbrrRQ4OO4MZ8zcTkYpTPL3wgqYlUrPSZP2qOZNmbMuI0FSGRDy6tdlL8PZwsd7LLqh995_ZtI3v82GDCXntlEvBjWeR5QJHv_FXB41TiKlPeC66VCLg920hPtsl4Fnm1wySmNVhJqlMeM2tX4-jQnQrvf1vnRjfeURL7-5ZFFmCzQfFZZspGwDYAfrHKqDUfVXOHxuz2o1zLKyAJ0aQZurFmBmV5XvnN2WJjvXZ2-cWQwkQcuoHm93v_2XG-hFQ44EMgjTUjeg2BR1pbjhLOlWpVeg4nYZoslH67COYM0yMnjukmJetAIuSKEsRfo_FSxDqjwH2snxbNIn6ZNarEqhwxgkl_vTu93LVPHnr-8NIyB_2AtX6F3M2s4j7w4tRrMjiy0HPu5Y4q2vZQQKiyrui1rpH_gLgGLpYQvsFQDtUs3mWOUwTa_8XE4xdi-SQZ0PFDvM-MBlbr-XybChniyLZ1_jbS7fhQ4Q4gpvWTji9NmrqxrKJbAtQoEnaXTrh6eOHwNBX1Jsd5A4nKEeBLY0wmKWWCQEd6eo9vVHpCzgNJMjuwUeIfV_d5YOzxLbhpXO25nmFFUS-RQTSGg,Full Stack (MERN) Developer,KBM Training & Recruitment,Lahore,"Job Description
We are looking for a Remote Full Stack MERN Developer who has hands-on experience with, ReactJS, MongoDB, React Native, Redux, Node.js, Express.js, etc.
You will work for us remotely. It is an amazing opportunity for individuals who want to work in a fast-paced, dynamic environment.
ReactJS, React Native, Redux, Node js, Express.js, MongoDB experience.
Should have knowledge of Containerization and worked with Docker and Kubernetes.
Should have experience in following GraphQL, Amazon AWS, Algolia Search.
Knowledge of React Native Mobile framework with Typescript/Javascript.
Experience developing production-ready MERN stack applications.
Familiarity with deployment and monitoring of MERN stack applications.
Familiarity with common Node.js modules, including Express, Mongoose, and Socket.io.
Must have very good communication and problem-solving skills.
Must be available immediately and work independently.
The candidate must be able to meet strict deadlines and have gone through all stages of project development.
Understanding of non-relational databases such as DynamoDB and MongoDB.
The experience of MongoDB will be a huge plus.
Understanding of algorithms, data structures, and software design fundamentals.
Experience with Linux development environments.
Knowledge of DevOps principles and methodologies.
Knowledge of BitBucket/Git.
Knowledge of AWS and other cloud implementations will be a plus.
We are a full-service offering firm specializing in mobile, cloud, and web solutions. Our philosophy is simple – Turn complex, Data-Rich ideas into simple, customizable, and scalable solutions. Our team has years of experience in the mobile and web arena working for companies ranging from Fortune500 to tech startups.
Skills Needed:
React Native
MongoDB
React JS
Redux
Qualifications
Educated to bachelor level with a degree in Software Engineering or related fields
2-3 years of hands-on experience
Can do attitude
Good communication and Interpersonal skills
Job Type: Full-time
Salary: From Rs130,000.00 per month"
112,https://www.glassdoor.com/partner/jobListing.htm?pos=1127&ao=1136043&s=58&guid=00000187fca3ce19a286be04bd360cc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_075a9b08&cb=1683570806555&jobListingId=1005980246630&jrtk=3-0-1gvua7jhqjm5a801-1gvua7jia21v5000-bfe77f083ee26c77-,Node.JS/JavaScript and MongoDB Developer,HT,Lahore,"Location : Lahore/Islamabad

Requirements:
Minimum 1 year experience in Node.JS and MongoDB is mandatory.

Ability to work in an agile development environment.

Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing

Strong problem solving and debugging skills.

Good verbal and written communication skills for client interaction.

Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects.

Essential Skills:
Strong programming skills in JavaScript, Node.JS and MongoDB

Coffee Script

JQuery. AJAX

Knowledge of database locking concepts.

Linux

Experience of at least one version control systems (SVN/Git/TFS).

Optional Skills:
SizzleJS

TokuMX

Tasks and Responsibilities:
Develop, code, debug, and unit test systems per requirements and technical design.

Provide technical solutions as and when required support, re-factor and enhance an existing production system.

Review, analyze requirements and develop estimates / task lists based on those requirements.

At HT we are always looking for strengthening our team with bright and talented professionals capable of augmenting their top-notch technical and managerial skills with ability to be dynamic, independent, and team players. From our employees, we expect a complete dedication to delivering world-class solutions, quality products and impeccable client service. In return, we offer a unique opportunity to work in an international context on innovative solutions and products with highly motivated and skilled people.

Programming Languages:
HTML5, JavaScript, CoffeeScript

Tools:
Node.js

Source Controls:
Subversion (SVN), Git

Databases:
MongoDB

Interface Protocols & Standards:
Jquery, Ajax

Frameworks:
MVC

Processes:
RESTful WebServices

Other Skills:
Linux System"
